Date,Hour,Name,WorkGroup,PreSurvey
2018-08-03,13,Ken,WORKGROUP-01,2.99
2018-08-03,14,Ken,WORKGROUP-01,2.99
2018-08-03,15,Ken,WORKGROUP-01,2.99
2018-08-03,16,Ken,WORKGROUP-01,2.99
2018-08-03,17,Ken,WORKGROUP-01,2.99
2018-08-03,18,Ken,WORKGROUP-01,2.99
2018-08-03,19,Ken,WORKGROUP-01,2.99
2018-08-03,20,Ken,WORKGROUP-01,2.99
2018-08-03,21,Ken,WORKGROUP-01,2.99
2018-08-03,22,Ken,WORKGROUP-01,2.99
2018-08-03,23,Ken,WORKGROUP-01,2.99
2018-08-04,0,Ken,WORKGROUP-01,2.99
2018-08-04,1,Ken,WORKGROUP-01,2.99
2018-08-04,2,Ken,WORKGROUP-01,2.99
2018-08-04,3,Ken,WORKGROUP-01,2.99
2018-08-04,4,Ken,WORKGROUP-01,2.99
2018-08-04,5,Ken,WORKGROUP-01,2.99
2018-08-04,6,Ken,WORKGROUP-01,2.99
2018-08-04,7,Ken,WORKGROUP-01,2.99
2018-08-04,8,Ken,WORKGROUP-01,2.99
2018-08-04,9,Ken,WORKGROUP-01,2.99
2018-08-04,10,Ken,WORKGROUP-01,2.99
2018-08-04,11,Ken,WORKGROUP-01,2.99
2018-08-04,12,Ken,WORKGROUP-01,2.99
2018-08-04,13,Ken,WORKGROUP-01,2.99
2018-08-04,14,Ken,WORKGROUP-01,2.99
2018-08-04,15,Ken,WORKGROUP-01,2.99
2018-08-04,16,Ken,WORKGROUP-01,2.99
2018-08-04,17,Ken,WORKGROUP-01,2.99
2018-08-04,18,Ken,WORKGROUP-01,2.99
2018-08-04,19,Ken,WORKGROUP-01,2.99
2018-08-04,20,Ken,WORKGROUP-01,2.99
2018-08-04,21,Ken,WORKGROUP-01,2.99
2018-08-04,22,Ken,WORKGROUP-01,2.99
2018-08-04,23,Ken,WORKGROUP-01,2.99
2018-08-05,0,Ken,WORKGROUP-01,2.99
2018-08-05,1,Ken,WORKGROUP-01,2.99
2018-08-05,2,Ken,WORKGROUP-01,2.99
2018-08-05,3,Ken,WORKGROUP-01,2.99
2018-08-05,4,Ken,WORKGROUP-01,2.99
2018-08-05,5,Ken,WORKGROUP-01,2.99
2018-08-05,6,Ken,WORKGROUP-01,2.99
2018-08-05,7,Ken,WORKGROUP-01,2.99
2018-08-05,8,Ken,WORKGROUP-01,2.99
2018-08-05,9,Ken,WORKGROUP-01,2.99
2018-08-05,10,Ken,WORKGROUP-01,2.99
2018-08-05,11,Ken,WORKGROUP-01,2.99
2018-08-05,12,Ken,WORKGROUP-01,2.99
2018-08-05,13,Ken,WORKGROUP-01,2.99
2018-08-05,14,Ken,WORKGROUP-01,2.99
2018-08-05,15,Ken,WORKGROUP-01,2.99
2018-08-05,16,Ken,WORKGROUP-01,2.99
2018-08-05,17,Ken,WORKGROUP-01,2.99
2018-08-05,18,Ken,WORKGROUP-01,2.99
2018-08-05,19,Ken,WORKGROUP-01,2.99
2018-08-05,20,Ken,WORKGROUP-01,2.99
2018-08-05,21,Ken,WORKGROUP-01,2.99
2018-08-05,22,Ken,WORKGROUP-01,2.99
2018-08-05,23,Ken,WORKGROUP-01,2.99
2018-08-06,0,Ken,WORKGROUP-01,2.99
2018-08-06,1,Ken,WORKGROUP-01,2.99
2018-08-06,2,Ken,WORKGROUP-01,2.99
2018-08-06,3,Ken,WORKGROUP-01,2.99
2018-08-06,4,Ken,WORKGROUP-01,2.99
2018-08-06,5,Ken,WORKGROUP-01,2.99
2018-08-06,6,Ken,WORKGROUP-01,2.99
2018-08-06,7,Ken,WORKGROUP-01,2.99
2018-08-06,8,Ken,WORKGROUP-01,2.99
2018-08-06,9,Ken,WORKGROUP-01,2.99
2018-08-06,10,Ken,WORKGROUP-01,2.99
2018-08-06,11,Ken,WORKGROUP-01,2.99
2018-08-06,12,Ken,WORKGROUP-01,2.99
2018-08-06,13,Ken,WORKGROUP-01,2.99
2018-08-06,14,Ken,WORKGROUP-01,2.99
2018-08-06,15,Ken,WORKGROUP-01,2.99
2018-08-06,16,Ken,WORKGROUP-01,2.99
2018-08-06,17,Ken,WORKGROUP-01,2.99
2018-08-06,18,Ken,WORKGROUP-01,2.99
2018-08-06,19,Ken,WORKGROUP-01,2.99
2018-08-06,20,Ken,WORKGROUP-01,2.99
2018-08-06,21,Ken,WORKGROUP-01,2.99
2018-08-06,22,Ken,WORKGROUP-01,2.99
2018-08-06,23,Ken,WORKGROUP-01,2.99
2018-08-07,0,Ken,WORKGROUP-01,2.99
2018-08-07,1,Ken,WORKGROUP-01,2.99
2018-08-07,2,Ken,WORKGROUP-01,2.99
2018-08-07,3,Ken,WORKGROUP-01,2.99
2018-08-07,4,Ken,WORKGROUP-01,2.99
2018-08-07,5,Ken,WORKGROUP-01,2.99
2018-08-07,6,Ken,WORKGROUP-01,2.99
2018-08-07,7,Ken,WORKGROUP-01,2.99
2018-08-07,8,Ken,WORKGROUP-01,2.99
2018-08-07,9,Ken,WORKGROUP-01,2.99
2018-08-07,10,Ken,WORKGROUP-01,2.99
2018-08-07,11,Ken,WORKGROUP-01,2.99
2018-08-07,12,Ken,WORKGROUP-01,2.99
2018-08-07,13,Ken,WORKGROUP-01,2.99
2018-08-07,14,Ken,WORKGROUP-01,2.99
2018-08-07,15,Ken,WORKGROUP-01,2.99
2018-08-07,16,Ken,WORKGROUP-01,2.99
2018-08-07,17,Ken,WORKGROUP-01,2.99
2018-08-07,18,Ken,WORKGROUP-01,2.99
2018-08-07,19,Ken,WORKGROUP-01,2.99
2018-08-07,20,Ken,WORKGROUP-01,2.99
2018-08-07,21,Ken,WORKGROUP-01,2.99
2018-08-07,22,Ken,WORKGROUP-01,2.99
2018-08-07,23,Ken,WORKGROUP-01,2.99
2018-08-08,0,Ken,WORKGROUP-01,2.99
2018-08-08,1,Ken,WORKGROUP-01,2.99
2018-08-08,2,Ken,WORKGROUP-01,2.99
2018-08-08,3,Ken,WORKGROUP-01,2.99
2018-08-08,4,Ken,WORKGROUP-01,2.99
2018-08-08,5,Ken,WORKGROUP-01,2.99
2018-08-08,6,Ken,WORKGROUP-01,2.99
2018-08-08,7,Ken,WORKGROUP-01,2.99
2018-08-08,8,Ken,WORKGROUP-01,2.99
2018-08-08,9,Ken,WORKGROUP-01,2.99
2018-08-08,10,Ken,WORKGROUP-01,2.99
2018-08-08,11,Ken,WORKGROUP-01,2.99
2018-08-08,12,Ken,WORKGROUP-01,2.99
2018-08-08,13,Ken,WORKGROUP-01,2.99
2018-08-08,14,Ken,WORKGROUP-01,2.99
2018-08-08,15,Ken,WORKGROUP-01,2.99
2018-08-08,16,Ken,WORKGROUP-01,2.99
2018-08-08,17,Ken,WORKGROUP-01,2.99
2018-08-08,18,Ken,WORKGROUP-01,2.99
2018-08-08,19,Ken,WORKGROUP-01,2.99
2018-08-08,20,Ken,WORKGROUP-01,2.99
2018-08-08,21,Ken,WORKGROUP-01,2.99
2018-08-08,22,Ken,WORKGROUP-01,2.99
2018-08-08,23,Ken,WORKGROUP-01,2.99
2018-08-09,0,Ken,WORKGROUP-01,2.99
2018-08-09,1,Ken,WORKGROUP-01,2.99
2018-08-09,2,Ken,WORKGROUP-01,2.99
2018-08-09,3,Ken,WORKGROUP-01,2.99
2018-08-09,4,Ken,WORKGROUP-01,2.99
2018-08-09,5,Ken,WORKGROUP-01,2.99
2018-08-09,6,Ken,WORKGROUP-01,2.99
2018-08-09,7,Ken,WORKGROUP-01,2.99
2018-08-09,8,Ken,WORKGROUP-01,2.99
2018-08-09,9,Ken,WORKGROUP-01,2.99
2018-08-09,10,Ken,WORKGROUP-01,2.99
2018-08-09,11,Ken,WORKGROUP-01,2.99
2018-08-09,12,Ken,WORKGROUP-01,2.99
2018-08-09,13,Ken,WORKGROUP-01,2.99
2018-08-09,14,Ken,WORKGROUP-01,2.99
2018-08-09,15,Ken,WORKGROUP-01,2.99
2018-08-09,16,Ken,WORKGROUP-01,2.99
2018-08-09,17,Ken,WORKGROUP-01,2.99
2018-08-09,18,Ken,WORKGROUP-01,2.99
2018-08-09,19,Ken,WORKGROUP-01,2.99
2018-08-09,20,Ken,WORKGROUP-01,2.99
2018-08-09,21,Ken,WORKGROUP-01,2.99
2018-08-09,22,Ken,WORKGROUP-01,2.99
2018-08-09,23,Ken,WORKGROUP-01,2.99
2018-08-10,0,Ken,WORKGROUP-01,2.99
2018-08-10,1,Ken,WORKGROUP-01,2.99
2018-08-10,2,Ken,WORKGROUP-01,2.99
2018-08-10,3,Ken,WORKGROUP-01,2.99
2018-08-10,4,Ken,WORKGROUP-01,2.99
2018-08-10,5,Ken,WORKGROUP-01,2.99
2018-08-10,6,Ken,WORKGROUP-01,2.99
2018-08-10,7,Ken,WORKGROUP-01,2.99
2018-08-10,8,Ken,WORKGROUP-01,2.99
2018-08-10,9,Ken,WORKGROUP-01,2.99
2018-08-10,10,Ken,WORKGROUP-01,2.99
2018-08-10,11,Ken,WORKGROUP-01,2.99
2018-08-10,12,Ken,WORKGROUP-01,2.99
2018-08-10,13,Ken,WORKGROUP-01,2.99
2018-08-10,14,Ken,WORKGROUP-01,2.99
2018-08-10,15,Ken,WORKGROUP-01,2.99
2018-08-10,16,Ken,WORKGROUP-01,2.99
2018-08-10,17,Ken,WORKGROUP-01,2.99
2018-08-10,18,Ken,WORKGROUP-01,2.99
2018-08-10,19,Ken,WORKGROUP-01,2.99
2018-08-10,20,Ken,WORKGROUP-01,2.99
2018-08-10,21,Ken,WORKGROUP-01,2.99
2018-08-10,22,Ken,WORKGROUP-01,2.99
2018-08-10,23,Ken,WORKGROUP-01,2.99
2018-08-11,0,Ken,WORKGROUP-01,2.99
2018-08-11,1,Ken,WORKGROUP-01,2.99
2018-08-11,2,Ken,WORKGROUP-01,2.99
2018-08-11,3,Ken,WORKGROUP-01,2.99
2018-08-11,4,Ken,WORKGROUP-01,2.99
2018-08-11,5,Ken,WORKGROUP-01,2.99
2018-08-11,6,Ken,WORKGROUP-01,2.99
2018-08-11,7,Ken,WORKGROUP-01,2.99
2018-08-11,8,Ken,WORKGROUP-01,2.99
2018-08-11,9,Ken,WORKGROUP-01,2.99
2018-08-11,10,Ken,WORKGROUP-01,2.99
2018-08-11,11,Ken,WORKGROUP-01,2.99
2018-08-11,12,Ken,WORKGROUP-01,2.99
2018-08-11,13,Ken,WORKGROUP-01,2.99
2018-08-11,14,Ken,WORKGROUP-01,2.99
2018-08-11,15,Ken,WORKGROUP-01,2.99
2018-08-11,16,Ken,WORKGROUP-01,2.99
2018-08-11,17,Ken,WORKGROUP-01,2.99
2018-08-11,18,Ken,WORKGROUP-01,2.99
2018-08-11,19,Ken,WORKGROUP-01,2.99
2018-08-11,20,Ken,WORKGROUP-01,2.99
2018-08-11,21,Ken,WORKGROUP-01,2.99
2018-08-11,22,Ken,WORKGROUP-01,2.99
2018-08-11,23,Ken,WORKGROUP-01,2.99
2018-08-12,0,Ken,WORKGROUP-01,2.99
2018-08-12,1,Ken,WORKGROUP-01,2.99
2018-08-12,2,Ken,WORKGROUP-01,2.99
2018-08-12,3,Ken,WORKGROUP-01,2.99
2018-08-12,4,Ken,WORKGROUP-01,2.99
2018-08-12,5,Ken,WORKGROUP-01,2.99
2018-08-12,6,Ken,WORKGROUP-01,2.99
2018-08-12,7,Ken,WORKGROUP-01,2.99
2018-08-12,8,Ken,WORKGROUP-01,2.99
2018-08-12,9,Ken,WORKGROUP-01,2.99
2018-08-12,10,Ken,WORKGROUP-01,2.99
2018-08-12,11,Ken,WORKGROUP-01,2.99
2018-08-12,12,Ken,WORKGROUP-01,2.99
2018-08-12,13,Ken,WORKGROUP-01,2.99
2018-08-12,14,Ken,WORKGROUP-01,2.99
2018-08-12,15,Ken,WORKGROUP-01,2.99
2018-08-12,16,Ken,WORKGROUP-01,2.99
2018-08-12,17,Ken,WORKGROUP-01,2.99
2018-08-12,18,Ken,WORKGROUP-01,2.99
2018-08-12,19,Ken,WORKGROUP-01,2.99
2018-08-12,20,Ken,WORKGROUP-01,2.99
2018-08-12,21,Ken,WORKGROUP-01,2.99
2018-08-12,22,Ken,WORKGROUP-01,2.99
2018-08-12,23,Ken,WORKGROUP-01,2.99
2018-08-13,0,Ken,WORKGROUP-01,2.99
2018-08-13,1,Ken,WORKGROUP-01,2.99
2018-08-13,2,Ken,WORKGROUP-01,2.99
2018-08-13,3,Ken,WORKGROUP-01,2.99
2018-08-13,4,Ken,WORKGROUP-01,2.99
2018-08-13,5,Ken,WORKGROUP-01,2.99
2018-08-13,6,Ken,WORKGROUP-01,2.99
2018-08-13,7,Ken,WORKGROUP-01,2.99
2018-08-13,8,Ken,WORKGROUP-01,2.99
2018-08-13,9,Ken,WORKGROUP-01,2.99
2018-08-13,10,Ken,WORKGROUP-01,2.99
2018-08-13,11,Ken,WORKGROUP-01,2.99
2018-08-13,12,Ken,WORKGROUP-01,2.99
2018-08-13,13,Ken,WORKGROUP-01,2.99
2018-08-13,14,Ken,WORKGROUP-01,2.99
2018-08-13,15,Ken,WORKGROUP-01,2.99
2018-08-13,16,Ken,WORKGROUP-01,2.99
2018-08-13,17,Ken,WORKGROUP-01,2.99
2018-08-13,18,Ken,WORKGROUP-01,2.99
2018-08-13,19,Ken,WORKGROUP-01,2.99
2018-08-13,20,Ken,WORKGROUP-01,2.99
2018-08-13,21,Ken,WORKGROUP-01,2.99
2018-08-13,22,Ken,WORKGROUP-01,2.99
2018-08-13,23,Ken,WORKGROUP-01,2.99
2018-08-14,0,Ken,WORKGROUP-01,2.99
2018-08-14,1,Ken,WORKGROUP-01,2.99
2018-08-14,2,Ken,WORKGROUP-01,2.99
2018-08-14,3,Ken,WORKGROUP-01,2.99
2018-08-14,4,Ken,WORKGROUP-01,2.99
2018-08-14,5,Ken,WORKGROUP-01,2.99
2018-08-14,6,Ken,WORKGROUP-01,2.99
2018-08-14,7,Ken,WORKGROUP-01,2.99
2018-08-14,8,Ken,WORKGROUP-01,2.99
2018-08-14,9,Ken,WORKGROUP-01,2.99
2018-08-14,10,Ken,WORKGROUP-01,2.99
2018-08-14,11,Ken,WORKGROUP-01,2.99
2018-08-14,12,Ken,WORKGROUP-01,2.99
2018-08-14,13,Ken,WORKGROUP-01,2.99
2018-08-14,14,Ken,WORKGROUP-01,2.99
2018-08-14,15,Ken,WORKGROUP-01,2.99
2018-08-14,16,Ken,WORKGROUP-01,2.99
2018-08-14,17,Ken,WORKGROUP-01,2.99
2018-08-14,18,Ken,WORKGROUP-01,2.99
2018-08-14,19,Ken,WORKGROUP-01,2.99
2018-08-14,20,Ken,WORKGROUP-01,2.99
2018-08-14,21,Ken,WORKGROUP-01,2.99
2018-08-14,22,Ken,WORKGROUP-01,2.99
2018-08-14,23,Ken,WORKGROUP-01,2.99
2018-08-15,0,Ken,WORKGROUP-01,2.99
2018-08-15,1,Ken,WORKGROUP-01,2.99
2018-08-15,2,Ken,WORKGROUP-01,2.99
2018-08-15,3,Ken,WORKGROUP-01,2.99
2018-08-15,4,Ken,WORKGROUP-01,2.99
2018-08-15,5,Ken,WORKGROUP-01,2.99
2018-08-15,6,Ken,WORKGROUP-01,2.99
2018-08-15,7,Ken,WORKGROUP-01,2.99
2018-08-15,8,Ken,WORKGROUP-01,2.99
2018-08-15,9,Ken,WORKGROUP-01,2.99
2018-08-15,10,Ken,WORKGROUP-01,2.99
2018-08-15,11,Ken,WORKGROUP-01,2.99
2018-08-15,12,Ken,WORKGROUP-01,2.99
2018-08-15,13,Ken,WORKGROUP-01,2.99
2018-08-15,14,Ken,WORKGROUP-01,2.99
2018-08-15,15,Ken,WORKGROUP-01,2.99
2018-08-15,16,Ken,WORKGROUP-01,2.99
2018-08-15,17,Ken,WORKGROUP-01,2.99
2018-08-15,18,Ken,WORKGROUP-01,2.99
2018-08-15,19,Ken,WORKGROUP-01,2.99
2018-08-15,20,Ken,WORKGROUP-01,2.99
2018-08-15,21,Ken,WORKGROUP-01,2.99
2018-08-15,22,Ken,WORKGROUP-01,2.99
2018-08-15,23,Ken,WORKGROUP-01,2.99
2018-08-16,0,Ken,WORKGROUP-01,2.99
2018-08-16,1,Ken,WORKGROUP-01,2.99
2018-08-16,2,Ken,WORKGROUP-01,2.99
2018-08-16,3,Ken,WORKGROUP-01,2.99
2018-08-16,4,Ken,WORKGROUP-01,2.99
2018-08-16,5,Ken,WORKGROUP-01,2.99
2018-08-16,6,Ken,WORKGROUP-01,2.99
2018-08-16,7,Ken,WORKGROUP-01,2.99
2018-08-16,8,Ken,WORKGROUP-01,2.99
2018-08-16,9,Ken,WORKGROUP-01,2.99
2018-08-16,10,Ken,WORKGROUP-01,2.99
2018-08-16,11,Ken,WORKGROUP-01,2.99
2018-08-16,12,Ken,WORKGROUP-01,2.99
2018-08-16,13,Ken,WORKGROUP-01,2.99
2018-08-16,14,Ken,WORKGROUP-01,2.99
2018-08-16,15,Ken,WORKGROUP-01,2.99
2018-08-16,16,Ken,WORKGROUP-01,2.99
2018-08-16,17,Ken,WORKGROUP-01,2.99
2018-08-16,18,Ken,WORKGROUP-01,2.99
2018-08-16,19,Ken,WORKGROUP-01,2.99
2018-08-16,20,Ken,WORKGROUP-01,2.99
2018-08-16,21,Ken,WORKGROUP-01,2.99
2018-08-16,22,Ken,WORKGROUP-01,2.99
2018-08-16,23,Ken,WORKGROUP-01,2.99
2018-08-17,0,Ken,WORKGROUP-01,2.99
2018-08-17,1,Ken,WORKGROUP-01,2.99
2018-08-17,2,Ken,WORKGROUP-01,2.99
2018-08-17,3,Ken,WORKGROUP-01,2.99
2018-08-17,4,Ken,WORKGROUP-01,2.99
2018-08-17,5,Ken,WORKGROUP-01,2.99
2018-08-17,6,Ken,WORKGROUP-01,2.99
2018-08-17,7,Ken,WORKGROUP-01,2.99
2018-08-17,8,Ken,WORKGROUP-01,2.99
2018-08-17,9,Ken,WORKGROUP-01,2.99
2018-08-17,10,Ken,WORKGROUP-01,2.99
2018-08-17,11,Ken,WORKGROUP-01,2.99
2018-08-17,12,Ken,WORKGROUP-01,2.99
2018-08-17,13,Ken,WORKGROUP-01,2.99
2018-08-17,14,Ken,WORKGROUP-01,2.99
2018-08-17,15,Ken,WORKGROUP-01,2.99
2018-08-17,16,Ken,WORKGROUP-01,2.99
2018-08-17,17,Ken,WORKGROUP-01,2.99
2018-08-17,18,Ken,WORKGROUP-01,2.99
2018-08-17,19,Ken,WORKGROUP-01,2.99
2018-08-17,20,Ken,WORKGROUP-01,2.99
2018-08-17,21,Ken,WORKGROUP-01,2.99
2018-08-17,22,Ken,WORKGROUP-01,2.99
2018-08-17,23,Ken,WORKGROUP-01,2.99
2018-08-18,0,Ken,WORKGROUP-01,2.99
2018-08-18,1,Ken,WORKGROUP-01,2.99
2018-08-18,2,Ken,WORKGROUP-01,2.99
2018-08-18,3,Ken,WORKGROUP-01,2.99
2018-08-18,4,Ken,WORKGROUP-01,2.99
2018-08-18,5,Ken,WORKGROUP-01,2.99
2018-08-18,6,Ken,WORKGROUP-01,2.99
2018-08-18,7,Ken,WORKGROUP-01,2.99
2018-08-18,8,Ken,WORKGROUP-01,2.99
2018-08-18,9,Ken,WORKGROUP-01,2.99
2018-08-18,10,Ken,WORKGROUP-01,2.99
2018-08-18,11,Ken,WORKGROUP-01,2.99
2018-08-18,12,Ken,WORKGROUP-01,2.99
2018-08-18,13,Ken,WORKGROUP-01,2.99
2018-08-18,14,Ken,WORKGROUP-01,2.99
2018-08-18,15,Ken,WORKGROUP-01,2.99
2018-08-18,16,Ken,WORKGROUP-01,2.99
2018-08-18,17,Ken,WORKGROUP-01,2.99
2018-08-18,18,Ken,WORKGROUP-01,2.99
2018-08-18,19,Ken,WORKGROUP-01,2.99
2018-08-18,20,Ken,WORKGROUP-01,2.99
2018-08-18,21,Ken,WORKGROUP-01,2.99
2018-08-18,22,Ken,WORKGROUP-01,2.99
2018-08-18,23,Ken,WORKGROUP-01,2.99
2018-08-19,0,Ken,WORKGROUP-01,2.99
2018-08-19,1,Ken,WORKGROUP-01,2.99
2018-08-19,2,Ken,WORKGROUP-01,2.99
2018-08-19,3,Ken,WORKGROUP-01,2.99
2018-08-19,4,Ken,WORKGROUP-01,2.99
2018-08-19,5,Ken,WORKGROUP-01,2.99
2018-08-19,6,Ken,WORKGROUP-01,2.99
2018-08-19,7,Ken,WORKGROUP-01,2.99
2018-08-19,8,Ken,WORKGROUP-01,2.99
2018-08-19,9,Ken,WORKGROUP-01,2.99
2018-08-19,10,Ken,WORKGROUP-01,2.99
2018-08-19,11,Ken,WORKGROUP-01,2.99
2018-08-19,12,Ken,WORKGROUP-01,2.99
2018-08-19,13,Ken,WORKGROUP-01,2.99
2018-08-19,14,Ken,WORKGROUP-01,2.99
2018-08-19,15,Ken,WORKGROUP-01,2.99
2018-08-19,16,Ken,WORKGROUP-01,2.99
2018-08-19,17,Ken,WORKGROUP-01,2.99
2018-08-19,18,Ken,WORKGROUP-01,2.99
2018-08-19,19,Ken,WORKGROUP-01,2.99
2018-08-19,20,Ken,WORKGROUP-01,2.99
2018-08-19,21,Ken,WORKGROUP-01,2.99
2018-08-19,22,Ken,WORKGROUP-01,2.99
2018-08-19,23,Ken,WORKGROUP-01,2.99
2018-08-20,0,Ken,WORKGROUP-01,2.99
2018-08-20,1,Ken,WORKGROUP-01,2.99
2018-08-20,2,Ken,WORKGROUP-01,2.99
2018-08-20,3,Ken,WORKGROUP-01,2.99
2018-08-20,4,Ken,WORKGROUP-01,2.99
2018-08-20,5,Ken,WORKGROUP-01,2.99
2018-08-20,6,Ken,WORKGROUP-01,2.99
2018-08-20,7,Ken,WORKGROUP-01,2.99
2018-08-20,8,Ken,WORKGROUP-01,2.99
2018-08-20,9,Ken,WORKGROUP-01,2.99
2018-08-20,10,Ken,WORKGROUP-01,2.99
2018-08-20,11,Ken,WORKGROUP-01,2.99
2018-08-20,12,Ken,WORKGROUP-01,2.99
2018-08-20,13,Ken,WORKGROUP-01,2.99
2018-08-20,14,Ken,WORKGROUP-01,2.99
2018-08-20,15,Ken,WORKGROUP-01,2.99
2018-08-20,16,Ken,WORKGROUP-01,2.99
2018-08-20,17,Ken,WORKGROUP-01,2.99
2018-08-20,18,Ken,WORKGROUP-01,2.99
2018-08-20,19,Ken,WORKGROUP-01,2.99
2018-08-20,20,Ken,WORKGROUP-01,2.99
2018-08-20,21,Ken,WORKGROUP-01,2.99
2018-08-20,22,Ken,WORKGROUP-01,2.99
2018-08-20,23,Ken,WORKGROUP-01,2.99
2018-08-21,0,Ken,WORKGROUP-01,2.99
2018-08-21,1,Ken,WORKGROUP-01,2.99
2018-08-21,2,Ken,WORKGROUP-01,2.99
2018-08-21,3,Ken,WORKGROUP-01,2.99
2018-08-21,4,Ken,WORKGROUP-01,2.99
2018-08-21,5,Ken,WORKGROUP-01,2.99
2018-08-21,6,Ken,WORKGROUP-01,2.99
2018-08-21,7,Ken,WORKGROUP-01,2.99
2018-08-21,8,Ken,WORKGROUP-01,2.99
2018-08-21,9,Ken,WORKGROUP-01,2.99
2018-08-21,10,Ken,WORKGROUP-01,2.99
2018-08-21,11,Ken,WORKGROUP-01,2.99
2018-08-21,12,Ken,WORKGROUP-01,2.99
2018-08-21,13,Ken,WORKGROUP-01,2.99
2018-08-21,14,Ken,WORKGROUP-01,2.99
2018-08-21,15,Ken,WORKGROUP-01,2.99
2018-08-21,16,Ken,WORKGROUP-01,2.99
2018-08-21,17,Ken,WORKGROUP-01,2.99
2018-08-21,18,Ken,WORKGROUP-01,2.99
2018-08-21,19,Ken,WORKGROUP-01,2.99
2018-08-21,20,Ken,WORKGROUP-01,2.99
2018-08-21,21,Ken,WORKGROUP-01,2.99
2018-08-21,22,Ken,WORKGROUP-01,2.99
2018-08-21,23,Ken,WORKGROUP-01,2.99
2018-08-22,0,Ken,WORKGROUP-01,2.99
2018-08-22,1,Ken,WORKGROUP-01,2.99
2018-08-22,2,Ken,WORKGROUP-01,2.99
2018-08-22,3,Ken,WORKGROUP-01,2.99
2018-08-22,4,Ken,WORKGROUP-01,2.99
2018-08-22,5,Ken,WORKGROUP-01,2.99
2018-08-22,6,Ken,WORKGROUP-01,2.99
2018-08-22,7,Ken,WORKGROUP-01,2.99
2018-08-22,8,Ken,WORKGROUP-01,2.99
2018-08-22,9,Ken,WORKGROUP-01,2.99
2018-08-22,10,Ken,WORKGROUP-01,2.99
2018-08-22,11,Ken,WORKGROUP-01,2.99
2018-08-22,12,Ken,WORKGROUP-01,2.99
2018-08-22,13,Ken,WORKGROUP-01,2.99
2018-08-22,14,Ken,WORKGROUP-01,2.99
2018-08-22,15,Ken,WORKGROUP-01,2.99
2018-08-22,16,Ken,WORKGROUP-01,2.99
2018-08-22,17,Ken,WORKGROUP-01,2.99
2018-08-22,18,Ken,WORKGROUP-01,2.99
2018-08-22,19,Ken,WORKGROUP-01,2.99
2018-08-22,20,Ken,WORKGROUP-01,2.99
2018-08-22,21,Ken,WORKGROUP-01,2.99
2018-08-22,22,Ken,WORKGROUP-01,2.99
2018-08-22,23,Ken,WORKGROUP-01,2.99
2018-08-23,0,Ken,WORKGROUP-01,2.99
2018-08-23,1,Ken,WORKGROUP-01,2.99
2018-08-23,2,Ken,WORKGROUP-01,2.99
2018-08-23,3,Ken,WORKGROUP-01,2.99
2018-08-23,4,Ken,WORKGROUP-01,2.99
2018-08-23,5,Ken,WORKGROUP-01,2.99
2018-08-23,6,Ken,WORKGROUP-01,2.99
2018-08-23,7,Ken,WORKGROUP-01,2.99
2018-08-23,8,Ken,WORKGROUP-01,2.99
2018-08-23,9,Ken,WORKGROUP-01,2.99
2018-08-23,10,Ken,WORKGROUP-01,2.99
2018-08-23,11,Ken,WORKGROUP-01,2.99
